date,Province,Municipality,date_week
2017-10-12,cadiz,puerto-real,2017-10-09
2017-11-01,cadiz,puerto-real,2017-10-30
2017-12-06,cadiz,puerto-real,2017-12-04
2017-12-08,cadiz,puerto-real,2017-12-04
2017-12-25,cadiz,puerto-real,2017-12-25
2017-01-02,cadiz,rota,2017-01-02
2017-01-06,cadiz,rota,2017-01-02
2017-02-28,cadiz,rota,2017-02-27
2017-04-01,cadiz,rota,2017-03-27
2017-04-02,cadiz,rota,2017-03-27
2017-04-13,cadiz,rota,2017-04-10
2017-04-14,cadiz,rota,2017-04-10
2017-05-01,cadiz,rota,2017-05-01
2017-08-15,cadiz,rota,2017-08-14
2017-10-07,cadiz,rota,2017-10-02
2017-10-12,cadiz,rota,2017-10-09
2017-10-30,cadiz,rota,2017-10-30
2017-11-01,cadiz,rota,2017-10-30
2017-12-06,cadiz,rota,2017-12-04
2017-12-08,cadiz,rota,2017-12-04
2017-12-25,cadiz,rota,2017-12-25
2017-01-02,cadiz,san-fernando,2017-01-02
2017-01-06,cadiz,san-fernando,2017-01-02
2017-02-28,cadiz,san-fernando,2017-02-27
2017-04-01,cadiz,san-fernando,2017-03-27
2017-04-02,cadiz,san-fernando,2017-03-27
2017-04-13,cadiz,san-fernando,2017-04-10
2017-04-14,cadiz,san-fernando,2017-04-10
2017-05-01,cadiz,san-fernando,2017-05-01
2017-08-15,cadiz,san-fernando,2017-08-14
2017-10-12,cadiz,san-fernando,2017-10-09
2017-11-01,cadiz,san-fernando,2017-10-30
2017-12-06,cadiz,san-fernando,2017-12-04
2017-12-08,cadiz,san-fernando,2017-12-04
2017-12-25,cadiz,san-fernando,2017-12-25
2017-01-02,cadiz,sanlucar-de-barrameda,2017-01-02
2017-01-06,cadiz,sanlucar-de-barrameda,2017-01-02
2017-02-28,cadiz,sanlucar-de-barrameda,2017-02-27
2017-04-01,cadiz,sanlucar-de-barrameda,2017-03-27
2017-04-02,cadiz,sanlucar-de-barrameda,2017-03-27
2017-04-13,cadiz,sanlucar-de-barrameda,2017-04-10
2017-04-14,cadiz,sanlucar-de-barrameda,2017-04-10
2017-05-01,cadiz,sanlucar-de-barrameda,2017-05-01
2017-08-15,cadiz,sanlucar-de-barrameda,2017-08-14
2017-10-12,cadiz,sanlucar-de-barrameda,2017-10-09
2017-10-18,cadiz,sanlucar-de-barrameda,2017-10-16
2017-11-01,cadiz,sanlucar-de-barrameda,2017-10-30
2017-12-06,cadiz,sanlucar-de-barrameda,2017-12-04
2017-12-08,cadiz,sanlucar-de-barrameda,2017-12-04
2017-12-25,cadiz,sanlucar-de-barrameda,2017-12-25
2017-01-02,cadiz,san-roque,2017-01-02
2017-01-06,cadiz,san-roque,2017-01-02
2017-02-28,cadiz,san-roque,2017-02-27
2017-04-01,cadiz,san-roque,2017-03-27
2017-04-02,cadiz,san-roque,2017-03-27
2017-04-13,cadiz,san-roque,2017-04-10
2017-04-14,cadiz,san-roque,2017-04-10
2017-05-01,cadiz,san-roque,2017-05-01
2017-08-15,cadiz,san-roque,2017-08-14
2017-10-12,cadiz,san-roque,2017-10-09
2017-11-01,cadiz,san-roque,2017-10-30
2017-12-06,cadiz,san-roque,2017-12-04
2017-12-08,cadiz,san-roque,2017-12-04
2017-12-25,cadiz,san-roque,2017-12-25
2017-01-02,cordoba,aguilar-de-la-frontera,2017-01-02
2017-01-06,cordoba,aguilar-de-la-frontera,2017-01-02
2017-02-28,cordoba,aguilar-de-la-frontera,2017-02-27
2017-04-01,cordoba,aguilar-de-la-frontera,2017-03-27
2017-04-02,cordoba,aguilar-de-la-frontera,2017-03-27
2017-04-13,cordoba,aguilar-de-la-frontera,2017-04-10
2017-04-14,cordoba,aguilar-de-la-frontera,2017-04-10
2017-05-01,cordoba,aguilar-de-la-frontera,2017-05-01
2017-08-10,cordoba,aguilar-de-la-frontera,2017-08-07
2017-08-15,cordoba,aguilar-de-la-frontera,2017-08-14
2017-09-08,cordoba,aguilar-de-la-frontera,2017-09-04
2017-10-12,cordoba,aguilar-de-la-frontera,2017-10-09
2017-11-01,cordoba,aguilar-de-la-frontera,2017-10-30
2017-12-06,cordoba,aguilar-de-la-frontera,2017-12-04
2017-12-08,cordoba,aguilar-de-la-frontera,2017-12-04
2017-12-25,cordoba,aguilar-de-la-frontera,2017-12-25
2017-01-02,cordoba,baena,2017-01-02
2017-01-06,cordoba,baena,2017-01-02
2017-02-28,cordoba,baena,2017-02-27
2017-03-19,cordoba,baena,2017-03-13
2017-04-01,cordoba,baena,2017-03-27
2017-04-02,cordoba,baena,2017-03-27
2017-04-13,cordoba,baena,2017-04-10
2017-04-14,cordoba,baena,2017-04-10
2017-05-01,cordoba,baena,2017-05-01
2017-08-15,cordoba,baena,2017-08-14
2017-09-08,cordoba,baena,2017-09-04
2017-09-14,cordoba,baena,2017-09-11
2017-10-12,cordoba,baena,2017-10-09
2017-11-01,cordoba,baena,2017-10-30
2017-12-06,cordoba,baena,2017-12-04
2017-12-08,cordoba,baena,2017-12-04
2017-12-25,cordoba,baena,2017-12-25
2017-01-02,cordoba,cabra,2017-01-02
2017-01-06,cordoba,cabra,2017-01-02
2017-02-28,cordoba,cabra,2017-02-27
2017-04-01,cordoba,cabra,2017-03-27
2017-04-02,cordoba,cabra,2017-03-27
2017-04-13,cordoba,cabra,2017-04-10
2017-04-14,cordoba,cabra,2017-04-10
2017-05-01,cordoba,cabra,2017-05-01
2017-08-15,cordoba,cabra,2017-08-14
2017-09-09,cordoba,cabra,2017-09-04
2017-10-12,cordoba,cabra,2017-10-09
2017-11-01,cordoba,cabra,2017-10-30
2017-12-06,cordoba,cabra,2017-12-04
2017-12-08,cordoba,cabra,2017-12-04
2017-12-25,cordoba,cabra,2017-12-25
2017-01-02,cordoba,cordoba,2017-01-02
2017-01-06,cordoba,cordoba,2017-01-02
2017-02-28,cordoba,cordoba,2017-02-27
2017-04-01,cordoba,cordoba,2017-03-27
2017-04-02,cordoba,cordoba,2017-03-27
2017-04-13,cordoba,cordoba,2017-04-10
2017-04-14,cordoba,cordoba,2017-04-10
2017-05-01,cordoba,cordoba,2017-05-01
2017-08-15,cordoba,cordoba,2017-08-14
2017-09-08,cordoba,cordoba,2017-09-04
2017-10-12,cordoba,cordoba,2017-10-09
2017-10-24,cordoba,cordoba,2017-10-23
2017-10-25,cordoba,cordoba,2017-10-23
2017-11-01,cordoba,cordoba,2017-10-30
2017-12-06,cordoba,cordoba,2017-12-04
2017-12-08,cordoba,cordoba,2017-12-04
2017-12-25,cordoba,cordoba,2017-12-25
2017-01-02,cordoba,hinojosa-del-duque,2017-01-02
2017-01-06,cordoba,hinojosa-del-duque,2017-01-02
2017-02-28,cordoba,hinojosa-del-duque,2017-02-27
2017-04-01,cordoba,hinojosa-del-duque,2017-03-27
2017-04-02,cordoba,hinojosa-del-duque,2017-03-27
2017-04-13,cordoba,hinojosa-del-duque,2017-04-10
2017-04-14,cordoba,hinojosa-del-duque,2017-04-10
2017-04-27,cordoba,hinojosa-del-duque,2017-04-24
2017-05-01,cordoba,hinojosa-del-duque,2017-05-01
2017-08-15,cordoba,hinojosa-del-duque,2017-08-14
2017-10-12,cordoba,hinojosa-del-duque,2017-10-09
2017-11-01,cordoba,hinojosa-del-duque,2017-10-30
2017-12-06,cordoba,hinojosa-del-duque,2017-12-04
2017-12-08,cordoba,hinojosa-del-duque,2017-12-04
2017-12-25,cordoba,hinojosa-del-duque,2017-12-25
2017-01-02,cordoba,lucena,2017-01-02
2017-01-06,cordoba,lucena,2017-01-02
2017-02-28,cordoba,lucena,2017-02-27
2017-04-01,cordoba,lucena,2017-03-27
2017-04-02,cordoba,lucena,2017-03-27
2017-04-13,cordoba,lucena,2017-04-10
2017-04-14,cordoba,lucena,2017-04-10
2017-05-01,cordoba,lucena,2017-05-01
2017-05-04,cordoba,lucena,2017-05-01
2017-08-15,cordoba,lucena,2017-08-14
2017-09-15,cordoba,lucena,2017-09-11
2017-10-12,cordoba,lucena,2017-10-09
2017-11-01,cordoba,lucena,2017-10-30
2017-12-06,cordoba,lucena,2017-12-04
2017-12-08,cordoba,lucena,2017-12-04
2017-12-25,cordoba,lucena,2017-12-25
2017-01-02,cordoba,montilla,2017-01-02
2017-01-06,cordoba,montilla,2017-01-02
2017-02-28,cordoba,montilla,2017-02-27
2017-04-01,cordoba,montilla,2017-03-27
2017-04-02,cordoba,montilla,2017-03-27
2017-04-13,cordoba,montilla,2017-04-10
2017-04-14,cordoba,montilla,2017-04-10
2017-05-01,cordoba,montilla,2017-05-01
2017-07-14,cordoba,montilla,2017-07-10
2017-08-15,cordoba,montilla,2017-08-14
2017-10-12,cordoba,montilla,2017-10-09
2017-11-01,cordoba,montilla,2017-10-30
2017-12-06,cordoba,montilla,2017-12-04
2017-12-08,cordoba,montilla,2017-12-04
2017-12-25,cordoba,montilla,2017-12-25
2017-01-02,cordoba,palma-del-rio,2017-01-02
2017-01-06,cordoba,palma-del-rio,2017-01-02
2017-02-28,cordoba,palma-del-rio,2017-02-27
2017-04-01,cordoba,palma-del-rio,2017-03-27
2017-04-02,cordoba,palma-del-rio,2017-03-27
2017-04-13,cordoba,palma-del-rio,2017-04-10
2017-04-14,cordoba,palma-del-rio,2017-04-10
2017-05-01,cordoba,palma-del-rio,2017-05-01
2017-08-15,cordoba,palma-del-rio,2017-08-14
2017-09-07,cordoba,palma-del-rio,2017-09-04
2017-09-08,cordoba,palma-del-rio,2017-09-04
2017-10-12,cordoba,palma-del-rio,2017-10-09
2017-11-01,cordoba,palma-del-rio,2017-10-30
2017-12-06,cordoba,palma-del-rio,2017-12-04
2017-12-08,cordoba,palma-del-rio,2017-12-04
2017-12-25,cordoba,palma-del-rio,2017-12-25
2017-01-02,cordoba,priego-de-cordoba,2017-01-02
2017-01-06,cordoba,priego-de-cordoba,2017-01-02
2017-02-28,cordoba,priego-de-cordoba,2017-02-27
2017-04-01,cordoba,priego-de-cordoba,2017-03-27
2017-04-02,cordoba,priego-de-cordoba,2017-03-27
2017-04-13,cordoba,priego-de-cordoba,2017-04-10
2017-04-14,cordoba,priego-de-cordoba,2017-04-10
2017-05-01,cordoba,priego-de-cordoba,2017-05-01
2017-06-15,cordoba,priego-de-cordoba,2017-06-12
2017-08-15,cordoba,priego-de-cordoba,2017-08-14
2017-10-12,cordoba,priego-de-cordoba,2017-10-09
2017-11-01,cordoba,priego-de-cordoba,2017-10-30
2017-12-06,cordoba,priego-de-cordoba,2017-12-04
2017-12-08,cordoba,priego-de-cordoba,2017-12-04
2017-12-25,cordoba,priego-de-cordoba,2017-12-25
2017-01-02,cordoba,puente-genil,2017-01-02
2017-01-06,cordoba,puente-genil,2017-01-02
2017-02-28,cordoba,puente-genil,2017-02-27
2017-04-01,cordoba,puente-genil,2017-03-27
2017-04-02,cordoba,puente-genil,2017-03-27
2017-04-13,cordoba,puente-genil,2017-04-10
2017-04-14,cordoba,puente-genil,2017-04-10
2017-04-16,cordoba,puente-genil,2017-04-10
2017-05-01,cordoba,puente-genil,2017-05-01
2017-05-03,cordoba,puente-genil,2017-05-01
2017-08-15,cordoba,puente-genil,2017-08-14
2017-10-12,cordoba,puente-genil,2017-10-09
2017-11-01,cordoba,puente-genil,2017-10-30
2017-12-06,cordoba,puente-genil,2017-12-04
2017-12-08,cordoba,puente-genil,2017-12-04
2017-12-25,cordoba,puente-genil,2017-12-25
2017-01-02,huelva,aljaraque,2017-01-02
2017-01-06,huelva,aljaraque,2017-01-02
2017-02-28,huelva,aljaraque,2017-02-27
2017-04-01,huelva,aljaraque,2017-03-27
2017-04-02,huelva,aljaraque,2017-03-27
2017-04-13,huelva,aljaraque,2017-04-10
2017-04-14,huelva,aljaraque,2017-04-10
2017-05-01,huelva,aljaraque,2017-05-01
2017-08-14,huelva,aljaraque,2017-08-14
2017-08-15,huelva,aljaraque,2017-08-14
2017-10-12,huelva,aljaraque,2017-10-09
2017-11-01,huelva,aljaraque,2017-10-30
2017-12-04,huelva,aljaraque,2017-12-04
2017-12-06,huelva,aljaraque,2017-12-04
2017-12-08,huelva,aljaraque,2017-12-04
2017-12-25,huelva,aljaraque,2017-12-25
2017-01-02,huelva,almonte,2017-01-02
2017-01-06,huelva,almonte,2017-01-02
2017-02-28,huelva,almonte,2017-02-27
2017-04-01,huelva,almonte,2017-03-27
2017-04-02,huelva,almonte,2017-03-27
2017-04-13,huelva,almonte,2017-04-10
2017-04-14,huelva,almonte,2017-04-10
2017-05-01,huelva,almonte,2017-05-01
2017-08-15,huelva,almonte,2017-08-14
2017-10-12,huelva,almonte,2017-10-09
2017-11-01,huelva,almonte,2017-10-30
2017-12-06,huelva,almonte,2017-12-04
2017-12-08,huelva,almonte,2017-12-04
2017-12-25,huelva,almonte,2017-12-25
2017-01-02,huelva,ayamonte,2017-01-02
2017-01-06,huelva,ayamonte,2017-01-02
2017-02-26,huelva,ayamonte,2017-02-20
2017-02-28,huelva,ayamonte,2017-02-27
2017-04-01,huelva,ayamonte,2017-03-27
2017-04-02,huelva,ayamonte,2017-03-27
2017-04-13,huelva,ayamonte,2017-04-10
2017-04-14,huelva,ayamonte,2017-04-10
2017-05-01,huelva,ayamonte,2017-05-01
2017-08-15,huelva,ayamonte,2017-08-14
2017-09-08,huelva,ayamonte,2017-09-04
2017-10-12,huelva,ayamonte,2017-10-09
2017-11-01,huelva,ayamonte,2017-10-30
2017-12-06,huelva,ayamonte,2017-12-04
2017-12-08,huelva,ayamonte,2017-12-04
2017-12-25,huelva,ayamonte,2017-12-25
2017-01-02,huelva,huelva,2017-01-02
2017-01-06,huelva,huelva,2017-01-02
2017-02-28,huelva,huelva,2017-02-27
2017-04-01,huelva,huelva,2017-03-27
2017-04-02,huelva,huelva,2017-03-27
2017-04-13,huelva,huelva,2017-04-10
2017-04-14,huelva,huelva,2017-04-10
2017-05-01,huelva,huelva,2017-05-01
2017-08-03,huelva,huelva,2017-07-31
2017-08-15,huelva,huelva,2017-08-14
2017-09-08,huelva,huelva,2017-09-04
2017-10-12,huelva,huelva,2017-10-09
2017-11-01,huelva,huelva,2017-10-30
2017-12-06,huelva,huelva,2017-12-04
2017-12-08,huelva,huelva,2017-12-04
2017-12-25,huelva,huelva,2017-12-25
2017-01-02,huelva,isla-cristina,2017-01-02
2017-01-06,huelva,isla-cristina,2017-01-02
2017-02-28,huelva,isla-cristina,2017-02-27
2017-04-01,huelva,isla-cristina,2017-03-27
2017-04-02,huelva,isla-cristina,2017-03-27
2017-04-13,huelva,isla-cristina,2017-04-10
2017-04-14,huelva,isla-cristina,2017-04-10
2017-05-01,huelva,isla-cristina,2017-05-01
2017-08-15,huelva,isla-cristina,2017-08-14
2017-10-07,huelva,isla-cristina,2017-10-02
2017-10-12,huelva,isla-cristina,2017-10-09
2017-11-01,huelva,isla-cristina,2017-10-30
2017-12-06,huelva,isla-cristina,2017-12-04
2017-12-08,huelva,isla-cristina,2017-12-04
2017-12-25,huelva,isla-cristina,2017-12-25
2017-01-02,huelva,lepe,2017-01-02
2017-01-06,huelva,lepe,2017-01-02
2017-02-28,huelva,lepe,2017-02-27
2017-04-01,huelva,lepe,2017-03-27
2017-04-02,huelva,lepe,2017-03-27
2017-04-13,huelva,lepe,2017-04-10
2017-04-14,huelva,lepe,2017-04-10
2017-05-01,huelva,lepe,2017-05-01
2017-08-14,huelva,lepe,2017-08-14
2017-08-15,huelva,lepe,2017-08-14
2017-10-12,huelva,lepe,2017-10-09
2017-11-01,huelva,lepe,2017-10-30
2017-12-06,huelva,lepe,2017-12-04
2017-12-08,huelva,lepe,2017-12-04
2017-12-25,huelva,lepe,2017-12-25
2017-01-02,huelva,moguer,2017-01-02
2017-01-06,huelva,moguer,2017-01-02
2017-02-28,huelva,moguer,2017-02-27
2017-04-01,huelva,moguer,2017-03-27
2017-04-02,huelva,moguer,2017-03-27
2017-04-13,huelva,moguer,2017-04-10
2017-04-14,huelva,moguer,2017-04-10
2017-05-01,huelva,moguer,2017-05-01
2017-08-15,huelva,moguer,2017-08-14
2017-10-12,huelva,moguer,2017-10-09
2017-10-13,huelva,moguer,2017-10-09
2017-11-01,huelva,moguer,2017-10-30
2017-12-06,huelva,moguer,2017-12-04
2017-12-08,huelva,moguer,2017-12-04
2017-12-25,huelva,moguer,2017-12-25
2017-01-02,jaen,alcala-la-real,2017-01-02
2017-01-06,jaen,alcala-la-real,2017-01-02
2017-02-28,jaen,alcala-la-real,2017-02-27
2017-04-01,jaen,alcala-la-real,2017-03-27
2017-04-02,jaen,alcala-la-real,2017-03-27
2017-04-13,jaen,alcala-la-real,2017-04-10
2017-04-14,jaen,alcala-la-real,2017-04-10
2017-05-01,jaen,alcala-la-real,2017-05-01
2017-08-15,jaen,alcala-la-real,2017-08-14
2017-10-12,jaen,alcala-la-real,2017-10-09
2017-11-01,jaen,alcala-la-real,2017-10-30
2017-12-06,jaen,alcala-la-real,2017-12-04
2017-12-08,jaen,alcala-la-real,2017-12-04
2017-12-20,jaen,alcala-la-real,2017-12-18
2017-12-25,jaen,alcala-la-real,2017-12-25
2017-01-02,jaen,andujar,2017-01-02
2017-01-06,jaen,andujar,2017-01-02
2017-02-28,jaen,andujar,2017-02-27
2017-04-01,jaen,andujar,2017-03-27
2017-04-02,jaen,andujar,2017-03-27
2017-04-13,jaen,andujar,2017-04-10
2017-04-14,jaen,andujar,2017-04-10
2017-04-26,jaen,andujar,2017-04-24
2017-05-01,jaen,andujar,2017-05-01
2017-08-15,jaen,andujar,2017-08-14
2017-09-13,jaen,andujar,2017-09-11
2017-10-12,jaen,andujar,2017-10-09
2017-11-01,jaen,andujar,2017-10-30
2017-12-06,jaen,andujar,2017-12-04
2017-12-08,jaen,andujar,2017-12-04
2017-12-25,jaen,andujar,2017-12-25
2017-01-02,jaen,baeza,2017-01-02
2017-01-06,jaen,baeza,2017-01-02
2017-02-28,jaen,baeza,2017-02-27
2017-04-01,jaen,baeza,2017-03-27
2017-04-02,jaen,baeza,2017-03-27
2017-04-13,jaen,baeza,2017-04-10
2017-04-14,jaen,baeza,2017-04-10
2017-05-01,jaen,baeza,2017-05-01
2017-08-15,jaen,baeza,2017-08-14
2017-08-16,jaen,baeza,2017-08-14
2017-10-12,jaen,baeza,2017-10-09
2017-11-01,jaen,baeza,2017-10-30
2017-11-30,jaen,baeza,2017-11-27
2017-12-06,jaen,baeza,2017-12-04
2017-12-08,jaen,baeza,2017-12-04
2017-12-25,jaen,baeza,2017-12-25
2017-01-02,jaen,la-carolina,2017-01-02
2017-01-06,jaen,la-carolina,2017-01-02
2017-02-28,jaen,la-carolina,2017-02-27
2017-04-01,jaen,la-carolina,2017-03-27
2017-04-02,jaen,la-carolina,2017-03-27
2017-04-13,jaen,la-carolina,2017-04-10
2017-04-14,jaen,la-carolina,2017-04-10
2017-05-01,jaen,la-carolina,2017-05-01
2017-08-15,jaen,la-carolina,2017-08-14
2017-10-12,jaen,la-carolina,2017-10-09
2017-11-01,jaen,la-carolina,2017-10-30
2017-11-25,jaen,la-carolina,2017-11-20
2017-12-06,jaen,la-carolina,2017-12-04
2017-12-08,jaen,la-carolina,2017-12-04
2017-12-25,jaen,la-carolina,2017-12-25
2017-01-02,jaen,cazorla,2017-01-02
2017-01-06,jaen,cazorla,2017-01-02
2017-02-28,jaen,cazorla,2017-02-27
2017-04-01,jaen,cazorla,2017-03-27
2017-04-02,jaen,cazorla,2017-03-27
2017-04-13,jaen,cazorla,2017-04-10
2017-04-14,jaen,cazorla,2017-04-10
2017-05-01,jaen,cazorla,2017-05-01
2017-05-15,jaen,cazorla,2017-05-15
2017-08-15,jaen,cazorla,2017-08-14
2017-10-12,jaen,cazorla,2017-10-09
2017-11-01,jaen,cazorla,2017-10-30
2017-12-06,jaen,cazorla,2017-12-04
2017-12-08,jaen,cazorla,2017-12-04
2017-12-25,jaen,cazorla,2017-12-25
2017-01-02,jaen,guarroman,2017-01-02
2017-01-06,jaen,guarroman,2017-01-02
2017-02-28,jaen,guarroman,2017-02-27
2017-04-01,jaen,guarroman,2017-03-27
2017-04-02,jaen,guarroman,2017-03-27
2017-04-13,jaen,guarroman,2017-04-10
2017-04-14,jaen,guarroman,2017-04-10
2017-05-01,jaen,guarroman,2017-05-01
2017-05-15,jaen,guarroman,2017-05-15
2017-08-15,jaen,guarroman,2017-08-14
2017-10-12,jaen,guarroman,2017-10-09
2017-11-01,jaen,guarroman,2017-10-30
2017-12-06,jaen,guarroman,2017-12-04
2017-12-08,jaen,guarroman,2017-12-04
2017-12-25,jaen,guarroman,2017-12-25
2017-01-02,jaen,jaen,2017-01-02
2017-01-06,jaen,jaen,2017-01-02
2017-02-28,jaen,jaen,2017-02-27
2017-04-01,jaen,jaen,2017-03-27
2017-04-02,jaen,jaen,2017-03-27
2017-04-13,jaen,jaen,2017-04-10
2017-04-14,jaen,jaen,2017-04-10
2017-05-01,jaen,jaen,2017-05-01
2017-08-15,jaen,jaen,2017-08-14
2017-10-12,jaen,jaen,2017-10-09
2017-10-18,jaen,jaen,2017-10-16
2017-11-01,jaen,jaen,2017-10-30
2017-12-06,jaen,jaen,2017-12-04
2017-12-08,jaen,jaen,2017-12-04
2017-12-25,jaen,jaen,2017-12-25
2017-01-02,jaen,linares,2017-01-02
2017-01-06,jaen,linares,2017-01-02
2017-02-28,jaen,linares,2017-02-27
2017-04-01,jaen,linares,2017-03-27
2017-04-02,jaen,linares,2017-03-27
2017-04-13,jaen,linares,2017-04-10
2017-04-14,jaen,linares,2017-04-10
2017-05-01,jaen,linares,2017-05-01
2017-05-07,jaen,linares,2017-05-01
2017-08-15,jaen,linares,2017-08-14
2017-08-28,jaen,linares,2017-08-28
2017-10-12,jaen,linares,2017-10-09
2017-11-01,jaen,linares,2017-10-30
2017-12-06,jaen,linares,2017-12-04
2017-12-08,jaen,linares,2017-12-04
2017-12-25,jaen,linares,2017-12-25
2017-01-02,jaen,martos,2017-01-02
2017-01-06,jaen,martos,2017-01-02
2017-02-28,jaen,martos,2017-02-27
2017-04-01,jaen,martos,2017-03-27
2017-04-02,jaen,martos,2017-03-27
2017-04-13,jaen,martos,2017-04-10
2017-04-14,jaen,martos,2017-04-10
2017-05-01,jaen,martos,2017-05-01
2017-05-05,jaen,martos,2017-05-01
2017-07-29,jaen,martos,2017-07-24
2017-08-15,jaen,martos,2017-08-14
2017-10-12,jaen,martos,2017-10-09
2017-11-01,jaen,martos,2017-10-30
2017-12-06,jaen,martos,2017-12-04
2017-12-08,jaen,martos,2017-12-04
2017-12-25,jaen,martos,2017-12-25
2017-01-02,jaen,ubeda,2017-01-02
2017-01-06,jaen,ubeda,2017-01-02
2017-02-28,jaen,ubeda,2017-02-27
2017-04-01,jaen,ubeda,2017-03-27
2017-04-02,jaen,ubeda,2017-03-27
2017-04-13,jaen,ubeda,2017-04-10
2017-04-14,jaen,ubeda,2017-04-10
2017-05-01,jaen,ubeda,2017-05-01
2017-08-15,jaen,ubeda,2017-08-14
2017-09-08,jaen,ubeda,2017-09-04
2017-09-29,jaen,ubeda,2017-09-25
2017-10-12,jaen,ubeda,2017-10-09
2017-11-01,jaen,ubeda,2017-10-30
2017-12-06,jaen,ubeda,2017-12-04
2017-12-08,jaen,ubeda,2017-12-04
2017-12-25,jaen,ubeda,2017-12-25
2017-01-02,jaen,villacarrillo,2017-01-02
2017-01-06,jaen,villacarrillo,2017-01-02
2017-02-28,jaen,villacarrillo,2017-02-27
2017-04-01,jaen,villacarrillo,2017-03-27
2017-04-02,jaen,villacarrillo,2017-03-27
2017-04-13,jaen,villacarrillo,2017-04-10
2017-04-14,jaen,villacarrillo,2017-04-10
2017-05-01,jaen,villacarrillo,2017-05-01
2017-05-03,jaen,villacarrillo,2017-05-01
2017-08-15,jaen,villacarrillo,2017-08-14
2017-10-07,jaen,villacarrillo,2017-10-02
2017-10-12,jaen,villacarrillo,2017-10-09
2017-11-01,jaen,villacarrillo,2017-10-30
2017-12-06,jaen,villacarrillo,2017-12-04
2017-12-08,jaen,villacarrillo,2017-12-04
2017-12-25,jaen,villacarrillo,2017-12-25
2017-01-02,malaga,alhaurin-de-la-torre,2017-01-02
2017-01-06,malaga,alhaurin-de-la-torre,2017-01-02
2017-01-20,malaga,alhaurin-de-la-torre,2017-01-16
2017-02-28,malaga,alhaurin-de-la-torre,2017-02-27
2017-04-01,malaga,alhaurin-de-la-torre,2017-03-27
2017-04-02,malaga,alhaurin-de-la-torre,2017-03-27
2017-04-13,malaga,alhaurin-de-la-torre,2017-04-10
2017-04-14,malaga,alhaurin-de-la-torre,2017-04-10
2017-05-01,malaga,alhaurin-de-la-torre,2017-05-01
2017-08-15,malaga,alhaurin-de-la-torre,2017-08-14
2017-10-12,malaga,alhaurin-de-la-torre,2017-10-09
2017-11-01,malaga,alhaurin-de-la-torre,2017-10-30
2017-12-06,malaga,alhaurin-de-la-torre,2017-12-04
2017-12-08,malaga,alhaurin-de-la-torre,2017-12-04
2017-12-25,malaga,alhaurin-de-la-torre,2017-12-25
2017-01-02,malaga,alhaurin-el-grande,2017-01-02
2017-01-06,malaga,alhaurin-el-grande,2017-01-02
2017-02-28,malaga,alhaurin-el-grande,2017-02-27
2017-04-01,malaga,alhaurin-el-grande,2017-03-27
2017-04-02,malaga,alhaurin-el-grande,2017-03-27
2017-04-13,malaga,alhaurin-el-grande,2017-04-10
2017-04-14,malaga,alhaurin-el-grande,2017-04-10
2017-05-01,malaga,alhaurin-el-grande,2017-05-01
2017-05-03,malaga,alhaurin-el-grande,2017-05-01
2017-08-15,malaga,alhaurin-el-grande,2017-08-14
2017-10-12,malaga,alhaurin-el-grande,2017-10-09
2017-11-01,malaga,alhaurin-el-grande,2017-10-30
2017-12-06,malaga,alhaurin-el-grande,2017-12-04
2017-12-08,malaga,alhaurin-el-grande,2017-12-04
2017-12-25,malaga,alhaurin-el-grande,2017-12-25
2017-01-02,malaga,antequera,2017-01-02
2017-01-06,malaga,antequera,2017-01-02
2017-02-28,malaga,antequera,2017-02-27
2017-04-01,malaga,antequera,2017-03-27
2017-04-02,malaga,antequera,2017-03-27
2017-04-13,malaga,antequera,2017-04-10
2017-04-14,malaga,antequera,2017-04-10
2017-05-01,malaga,antequera,2017-05-01
2017-08-15,malaga,antequera,2017-08-14
2017-09-08,malaga,antequera,2017-09-04
2017-09-16,malaga,antequera,2017-09-11
2017-10-12,malaga,antequera,2017-10-09
